303139519534866000,A,doing some experiments crawling tweets about Batavierenrace .. let us see if it succeeds...
304172204860510000,A,RT @ShitHappensDre: Ke bata bata ang harot harot na!'
306044743291400000,T,RT @hanze: Ben jij een snelle hardloper? Lopers gezocht voor het Hanze/RUG/ACLO-team voor de @Batavierenrace http://t.co/lrQgQ5u8MT #hanze
306044743291400000,T,RT @hanze: Ben jij een snelle hardloper? Lopers gezocht voor het Hanze/RUG/ACLO-team voor de @Batavierenrace http://t.co/lrQgQ5u8MT #hanze
306044743291400000,T,RT @hanze: Ben jij een snelle hardloper? Lopers gezocht voor het Hanze/RUG/ACLO-team voor de @Batavierenrace http://t.co/lrQgQ5u8MT #hanze
306090820342252000,T,RT @hanze: Ben jij een snelle hardloper? Lopers gezocht voor het Hanze/RUG/ACLO-team voor de @Batavierenrace http://t.co/lrQgQ5u8MT #hanze
306090820342252000,T,RT @hanze: Ben jij een snelle hardloper? Lopers gezocht voor het Hanze/RUG/ACLO-team voor de @Batavierenrace http://t.co/lrQgQ5u8MT #hanze
306090820342252000,T,RT @hanze: Ben jij een snelle hardloper? Lopers gezocht voor het Hanze/RUG/ACLO-team voor de @Batavierenrace http://t.co/lrQgQ5u8MT #hanze
306111247093494000,T,RT @hanze: Ben jij een snelle hardloper? Lopers gezocht voor het Hanze/RUG/ACLO-team voor de @Batavierenrace http://t.co/lrQgQ5u8MT #hanze
306111247093494000,T,RT @hanze: Ben jij een snelle hardloper? Lopers gezocht voor het Hanze/RUG/ACLO-team voor de @Batavierenrace http://t.co/lrQgQ5u8MT #hanze
306111247093494000,T,RT @hanze: Ben jij een snelle hardloper? Lopers gezocht voor het Hanze/RUG/ACLO-team voor de @Batavierenrace http://t.co/lrQgQ5u8MT #hanze
309348063963656000,C,RT @MarieJoseJacobs: Team Buitengewoon NOP gaat de Batavierenrace lopen 26/27/28 april voor Leergeld NOP. Sponsoren jullie hen ook? #all ...
314755230522823000,A,RT @Batavierenrace: Sta op tegen kanker! Contracten tussen #KWF en #Batavierenrace zijn getekend. Doneer op http://t.co/GXu7Pbrds7!
314755230522823000,A,RT @Batavierenrace: Sta op tegen kanker! Contracten tussen #KWF en #Batavierenrace zijn getekend. Doneer op http://t.co/GXu7Pbrds7!
314755230522823000,A,RT @Batavierenrace: Sta op tegen kanker! Contracten tussen #KWF en #Batavierenrace zijn getekend. Doneer op http://t.co/GXu7Pbrds7!
314755230522823000,A,RT @Batavierenrace: Sta op tegen kanker! Contracten tussen #KWF en #Batavierenrace zijn getekend. Doneer op http://t.co/GXu7Pbrds7!
314755230522823000,A,RT @Batavierenrace: Sta op tegen kanker! Contracten tussen #KWF en #Batavierenrace zijn getekend. Doneer op http://t.co/GXu7Pbrds7!
